token,count_state,count_rest,count_total,log_odds_delta,z_score,state,comparison,state_docs_n,rest_docs_n
permit,0,107,107,-0.009846735049089617,-0.08316460164671738,Tennessee,Tennessee_vs_rest,376,68291
artifacts,0,107,107,-0.009846735049089617,-0.08316460164671738,Tennessee,Tennessee_vs_rest,376,68291
warn,0,107,107,-0.009846735049089617,-0.08316460164671738,Tennessee,Tennessee_vs_rest,376,68291
vegeta,0,107,107,-0.009846735049089617,-0.08316460164671738,Tennessee,Tennessee_vs_rest,376,68291
ebooks,0,107,107,-0.009846735049089617,-0.08316460164671738,Tennessee,Tennessee_vs_rest,376,68291
weighted,0,107,107,-0.009846735049089617,-0.08316460164671738,Tennessee,Tennessee_vs_rest,376,68291
refrain,0,107,107,-0.009846735049089617,-0.08316460164671738,Tennessee,Tennessee_vs_rest,376,68291
scarves,0,107,107,-0.009846735049089617,-0.08316460164671738,Tennessee,Tennessee_vs_rest,376,68291
glamorous,0,107,107,-0.009846735049089617,-0.08316460164671738,Tennessee,Tennessee_vs_rest,376,68291
mou,0,107,107,-0.009846735049089617,-0.08316460164671738,Tennessee,Tennessee_vs_rest,376,68291
workout,0,107,107,-0.009846735049089617,-0.08316460164671738,Tennessee,Tennessee_vs_rest,376,68291
gah,0,107,107,-0.009846735049089617,-0.08316460164671738,Tennessee,Tennessee_vs_rest,376,68291
accents,0,107,107,-0.009846735049089617,-0.08316460164671738,Tennessee,Tennessee_vs_rest,376,68291
